date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:18:56	140/140	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2018:18:30%20GMT	http://www.beisbolcubano.cu/general/equipos.aspx?eq=cmg	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/equipos.1c6486.delayed	(from http://www.beisbolcubano.cu/general/calendario)
15:18:56	183740/183740	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2024%20Jan%202021%2018:18:28%20GMT	http://www.beisbolcubano.cu/general/equipos?eq=cav	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/equiposab30.html	(from http://www.beisbolcubano.cu/general/calendario)
15:18:56	4429/4429	U-----	200	untouched ('')	image/png	etag:%22f79f48ec0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/100%20x%20100/cmg.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/100%20x%20100/cmg.png	(from http://www.beisbolcubano.cu/general/calendario)
15:18:56	140/140	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2018:18:32%20GMT	http://www.beisbolcubano.cu/general/equipos.aspx?eq=ltu	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/equipos.1e9553.delayed	(from http://www.beisbolcubano.cu/general/calendario)
15:18:58	11972/11972	U-----	200	untouched ('')	image/png	etag:%22c8ec75ec0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/100%20x%20100/ltu.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/100%20x%20100/ltu.png	(from http://www.beisbolcubano.cu/general/calendario)
15:18:58	140/140	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2018:18:32%20GMT	http://www.beisbolcubano.cu/general/equipos.aspx?eq=hol	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/equipos.208349.delayed	(from http://www.beisbolcubano.cu/general/calendario)
15:19:00	140/140	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2018:18:34%20GMT	http://www.beisbolcubano.cu/general/equipos.aspx?eq=gra	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/equipos.22b870.delayed	(from http://www.beisbolcubano.cu/general/calendario)
15:19:00	183735/183735	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2024%20Jan%202021%2018:18:32%20GMT	http://www.beisbolcubano.cu/general/equipos?eq=cmg	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/equipos6486.html	(from http://www.beisbolcubano.cu/general/calendario)
15:19:02	10699/10699	U-----	200	untouched ('')	image/png	etag:%2227767fec0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/100%20x%20100/hol.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/100%20x%20100/hol.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:02	183735/183735	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2024%20Jan%202021%2018:18:32%20GMT	http://www.beisbolcubano.cu/general/equipos?eq=ltu	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/equipos9553.html	(from http://www.beisbolcubano.cu/general/calendario)
15:19:04	12984/12984	U-----	200	untouched ('')	image/png	etag:%22bc2852ec0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/100%20x%20100/gra.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/100%20x%20100/gra.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:04	183734/183734	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2024%20Jan%202021%2018:18:34%20GMT	http://www.beisbolcubano.cu/general/equipos?eq=hol	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/equipos8349.html	(from http://www.beisbolcubano.cu/general/calendario)
15:19:04	140/140	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2018:18:38%20GMT	http://www.beisbolcubano.cu/general/equipos.aspx?eq=scu	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/equipos.24d2da.delayed	(from http://www.beisbolcubano.cu/general/calendario)
15:19:04	183732/183732	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2024%20Jan%202021%2018:18:36%20GMT	http://www.beisbolcubano.cu/general/equipos?eq=gra	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/equiposb870.html	(from http://www.beisbolcubano.cu/general/calendario)
