Date,Name,Goal
19300713,Marcel Capelle,0
19300713,Augustin Chantrel,0
19300713,Edmond Delfour,0
19300713,Marcel Langiller,1
19300713,Lucien Laurent,1
19300713,Ernest Libérati,0
19300713,André Maschinot,2
19300713,Étienne Mattler,0
19300713,Marcel Pinel,0
19300713,Alex Thépot,0
19300713,Alexandre Villaplane,0
19300713,Efraín Amézcua,0
19300713,Oscar Bonfiglio,0
19300713,Juan Carreño,1
19300713,Rafael Garza Gutiérrez,0
19300713,Hilario López,0
19300713,Dionisio Mejía,0
19300713,Luis Pérez,0
19300713,Felipe Rosas,0
19300713,Manuel Rosas,0
19300713,José Ruíz,0
19300713,Alfredo Viejo Sánchez,0
19300713,Andy Auld,0
19300713,Jim Brown,0
19300713,Jimmy Douglas,0
19300713,Tom Florie,1
19300713,Jimmy Gallagher,0
19300713,Billy Gonsalves,0
19300713,Bart McGhee,1
19300713,George Moorhouse,0
19300713,Bert Patenaude,1
19300713,Raphael Tracey,0
19300713,Alexander Wood,0
19300713,Ferdinand Adams,0
19300713,Arnold Badjou,0
19300713,Pierre Braine,0
19300713,Jean De Clercq,0
19300713,Jan Diddens,0
19300713,August Hellemans,0
19300713,Nicolas Hoydonckx,0
19300713,Jacques Moeschal,0
19300713,Théodore Nouwens,0
19300713,Louis Versyp,0
19300713,Bernard Voorhoof,0
19300714,Ștefan Barbu,0
19300714,Rudolf Bürger,0
19300714,Adalbert Deșu,1
19300714,Alfred Eisenbeisser,0
19300714,Nicolae Kovács,1
19300714,Ion Lăpușneanu,0
19300714,László Raffinsky,0
19300714,Constantin Stanciu,1
19300714,Adalbert Steiner,0
19300714,Emerich Vogl,0
19300714,Rudolf Wetzer,0
19300714,Alberto Denegri,0
19300714,Plácido Galindo,0
19300714,Domingo García,0
19300714,Mario de las Casas,0
19300714,Julio Lores,0
19300714,José María Lavalle,0
19300714,Demetrio Neyra,0
19300714,Alberto Soria,0
19300714,Luis de Souza Ferreira,1
19300714,Juan Valdivieso,0
19300714,Alejandro Villanueva,0
19300714,Milorad Arsenijević,0
19300714,Ivan Bek,1
19300714,Milutin Ivković,0
19300714,Milovan Jakšić,0
19300714,Blagoje Marjanović,0
19300714,Dragoslav Mihajlović,0
19300714,Branislav Sekulić,0
19300714,Ljubiša Stevanović,0
19300714,Aleksandar Tirnanić,1
19300714,Đorđe Vujadinović,0
19300714,Momčilo Đokić,0
19300714,Teóphilo Bettencourt Pereira,0
19300714,Alfredo Brilhante da Costa,0
19300714,Fausto dos Santos,0
19300714,Hermógenes Fonseca,0
19300714,Luiz Gervazoni,0
19300714,Fernando Giudicelli,0
19300714,Joel,0
19300714,Nilo Murtinho Braga,0
19300714,Policarpo Ribeiro de Oliveira,0
19300714,Araken Patusca,0
19300714,Preguinho,1
19300715,Pedro Arico Suárez,0
19300715,Ángel Bossio,0
19300715,Roberto Cherro,0
19300715,José Della Torre,0
19300715,Juan Evaristo,0
19300715,Mario Evaristo,0
19300715,Manuel Ferreira,0
19300715,Luis Monti,1
19300715,Ramón Muttis,0
19300715,Natalio Perinetti,0
19300715,Francisco Varallo,0
19300715,Marcel Capelle,0
19300715,Augustin Chantrel,0
19300715,Edmond Delfour,0
19300715,Marcel Langiller,0
19300715,Lucien Laurent,0
19300715,Ernest Libérati,0
19300715,André Maschinot,0
19300715,Étienne Mattler,0
19300715,Marcel Pinel,0
19300715,Alex Thépot,0
19300715,Alexandre Villaplane,0
19300716,Roberto Cortés,0
19300716,Humberto Elgueta,0
19300716,Víctor Morales,0
19300716,Tomás Ojeda,0
19300716,Ulises Poirier,0
19300716,Guillermo Saavedra,0
19300716,Carlos Schneeberger,0
19300716,Guillermo Subiabre,0
19300716,Arturo Torres Carrasco,0
19300716,Carlos Vidal,2
19300716,Eberardo Villalobos,0
19300716,Efraín Amézcua,0
19300716,Juan Carreño,0
19300716,Rafael Garza Gutiérrez,0
19300716,Roberto Gayón,0
19300716,Hilario López,0
19300716,Luis Pérez,0
19300716,Felipe Rosas,0
19300716,Manuel Rosas,0
19300716,José Ruíz,0
19300716,Isidoro Sota,0
19300716,Alfredo Viejo Sánchez,0
19300717,Andy Auld,0
19300717,Jim Brown,0
19300717,Jimmy Douglas,0
19300717,Tom Florie,0
19300717,Jimmy Gallagher,0
19300717,Billy Gonsalves,0
19300717,Bart McGhee,0
19300717,George Moorhouse,0
19300717,Bert Patenaude,3
19300717,Raphael Tracey,0
19300717,Alexander Wood,0
19300717,Francisco Aguirre,0
19300717,Delfín Benítez Cáceres,0
19300717,Modesto Denis,0
19300717,Eusebio Díaz,0
19300717,Diógenes Domínguez,0
19300717,Romildo Etcheverry,0
19300717,Aurelio González,0
19300717,José Miracca,0
19300717,Lino Nessi,0
19300717,Quiterio Olmedo,0
19300717,Luis Vargas Peña,0
19300717,Milorad Arsenijević,0
19300717,Ivan Bek,2
19300717,Milutin Ivković,0
19300717,Milovan Jakšić,0
19300717,Blagoje Marjanović,1
19300717,Dragoslav Mihajlović,0
19300717,Dragutin Najdanović,0
19300717,Ljubiša Stevanović,0
19300717,Aleksandar Tirnanić,0
19300717,Đorđe Vujadinović,1
19300717,Momčilo Đokić,0
19300717,Mario Alborta,0
