Date,Name,Goal
19380604,André Abegglen (Switzerland),1
19380604,Georges Aeby (Switzerland),0
19380604,Lauro Amadò (Switzerland),0
19380604,Alfred Bickel (Switzerland),0
19380604,Willy Huber (Switzerland),0
19380604,August Lehmann (Switzerland),0
19380604,Ernst Lörtscher (Switzerland),0
19380604,Severino Minelli (Switzerland),0
19380604,Hermann Springer (Switzerland),0
19380604,Sirio Vernati (Switzerland),0
19380604,Eugen Walaschek (Switzerland),0
19380604,Josef Gauchel (Germany),1
19380604,Rudolf Gellesch (Germany),0
19380604,Wilhelm Hahnemann (Germany),0
19380604,Paul Janes (Germany),0
19380604,Albin Kitzinger (Germany),0
19380604,Andreas Kupfer (Germany),0
19380604,Ernst Lehner (Germany),0
19380604,Hans Mock (Germany),0
19380604,Hans Pesser (Germany),0
19380604,Rudolf Raftl (Germany),0
19380604,Willibald Schmaus (Germany),0
19380605,Afonsinho (Brazil),0
19380605,Domingos da Guia (Brazil),0
19380605,Leônidas (Brazil),3
19380605,José dos Santos Lopes (Brazil),0
19380605,Algisto Lorenzato (Brazil),0
19380605,Arthur Machado (Brazil),0
19380605,Hércules de Miranda (Brazil),0
19380605,Romeu Pellicciari (Brazil),1
19380605,José Perácio (Brazil),2
19380605,Zezé Procópio (Brazil),0
19380605,Martim Mércio da Silveira (Brazil),0
19380605,Ewald Dytko (Poland),0
19380605,Antoni Gałecki (Poland),0
19380605,Wilhelm Góra (Poland),0
19380605,Edward Madejski (Poland),0
19380605,Erwin Nyc (Poland),0
19380605,Ryszard Piec (Poland),0
19380605,Leonard Piontek (Poland),0
19380605,Friedrich Scherfke (Poland),1
19380605,Władysław Szczepaniak (Poland),0
19380605,Ernst Wilimowski (Poland),4
19380605,Gerard Wodarz (Poland),0
19380605,José Antonio Rodríguez (Cuba),0
19380605,Joaquín Arias (Cuba),0
19380605,Jacinto Barquín (Cuba),0
19380605,Pedro Berges (Cuba),0
19380605,Benito Carvajales (Cuba),0
19380605,Manuel Chorens (Cuba),0
19380605,Tomás Fernández (Cuba),0
19380605,José Magriñá (Cuba),1
19380605,Héctor Socorro (Cuba),2
19380605,Mario Sosa (Cuba),0
19380605,Juan Tuñas (Cuba),0
19380605,Iuliu Barátky (Romania),1
19380605,Silviu Bindea (Romania),1
19380605,Iuliu Bodola (Romania),0
19380605,Rudolf Bürger (Romania),0
19380605,Vasile Chiroiu (Romania),0
19380605,Vintilă Cossini (Romania),0
19380605,Ștefan Dobay (Romania),1
19380605,Nicolae Kovács (Romania),0
19380605,Dumitru Pavlovici (Romania),0
19380605,László Raffinsky (Romania),0
19380605,Gheorghe Rășinaru (Romania),0
19380605,Jaroslav Bouček (Czechoslovakia),0
19380605,Jaroslav Burgr (Czechoslovakia),0
19380605,Ferdinand Daučík (Czechoslovakia),0
19380605,Vlastimil Kopecký (Czechoslovakia),0
19380605,Josef Košťálek (Czechoslovakia),1
19380605,Oldřich Nejedlý (Czechoslovakia),1
19380605,František Plánička (Czechoslovakia),0
19380605,Jan Říha (Czechoslovakia),0
19380605,Oldřich Rulc (Czechoslovakia),0
19380605,Ladislav Šimůnek (Czechoslovakia),0
19380605,Josef Zeman (Czechoslovakia),1
19380605,Wim Anderiesen (Netherlands),0
19380605,Bertus Caldenhove (Netherlands),0
19380605,Frans van der Veen (Netherlands),0
19380605,Bertus de Harder (Netherlands),0
19380605,Puck van Heel (Netherlands),0
19380605,Adri van Male (Netherlands),0
19380605,Bas Paauwe (Netherlands),0
19380605,Kick Smit (Netherlands),0
19380605,Leen Vente (Netherlands),0
19380605,Mauk Weber (Netherlands),0
19380605,Frank Wels (Netherlands),0
19380605,Alfred Aston (France),0
19380605,Jean Bastien (France),0
19380605,Hector Cazenave (France),0
19380605,Edmond Delfour (France),0
19380605,Laurent Di Lorto (France),0
19380605,Raoul Diagne (France),0
19380605,Oscar Heisserer (France),0
19380605,Auguste Jordan (France),0
19380605,Étienne Mattler (France),0
19380605,Jean Nicolas (France),2
19380605,Émile Veinante (France),1
19380605,Arnold Badjou (Belgium),0
