Date,Name,Goal
19380604,André Abegglen,1
19380604,Georges Aeby,0
19380604,Lauro Amadò,0
19380604,Alfred Bickel,0
19380604,Willy Huber,0
19380604,August Lehmann,0
19380604,Ernst Lörtscher,0
19380604,Severino Minelli,0
19380604,Hermann Springer,0
19380604,Sirio Vernati,0
19380604,Eugen Walaschek,0
19380604,Josef Gauchel,1
19380604,Rudolf Gellesch,0
19380604,Wilhelm Hahnemann,0
19380604,Paul Janes,0
19380604,Albin Kitzinger,0
19380604,Andreas Kupfer,0
19380604,Ernst Lehner,0
19380604,Hans Mock,0
19380604,Hans Pesser,0
19380604,Rudolf Raftl,0
19380604,Willibald Schmaus,0
19380605,Afonsinho,0
19380605,Domingos da Guia,0
19380605,Leônidas,3
19380605,José dos Santos Lopes,0
19380605,Algisto Lorenzato,0
19380605,Arthur Machado,0
19380605,Hércules de Miranda,0
19380605,Romeu Pellicciari,1
19380605,José Perácio,2
19380605,Zezé Procópio,0
19380605,Martim Mércio da Silveira,0
19380605,Ewald Dytko,0
19380605,Antoni Gałecki,0
19380605,Wilhelm Góra,0
19380605,Edward Madejski,0
19380605,Erwin Nyc,0
19380605,Ryszard Piec,0
19380605,Leonard Piontek,0
19380605,Friedrich Scherfke,1
19380605,Władysław Szczepaniak,0
19380605,Ernst Wilimowski,4
19380605,Gerard Wodarz,0
19380605,José Antonio Rodríguez,0
19380605,Joaquín Arias,0
19380605,Jacinto Barquín,0
19380605,Pedro Berges,0
19380605,Benito Carvajales,0
19380605,Manuel Chorens,0
19380605,Tomás Fernández,0
19380605,José Magriñá,1
19380605,Héctor Socorro,2
19380605,Mario Sosa,0
19380605,Juan Tuñas,0
19380605,Iuliu Barátky,1
19380605,Silviu Bindea,1
19380605,Iuliu Bodola,0
19380605,Rudolf Bürger,0
19380605,Vasile Chiroiu,0
19380605,Vintilă Cossini,0
19380605,Ștefan Dobay,1
19380605,Nicolae Kovács,0
19380605,Dumitru Pavlovici,0
19380605,László Raffinsky,0
19380605,Gheorghe Rășinaru,0
19380605,Jaroslav Bouček,0
19380605,Jaroslav Burgr,0
19380605,Ferdinand Daučík,0
19380605,Vlastimil Kopecký,0
19380605,Josef Košťálek,1
19380605,Oldřich Nejedlý,1
19380605,František Plánička,0
19380605,Jan Říha,0
19380605,Oldřich Rulc,0
19380605,Ladislav Šimůnek,0
19380605,Josef Zeman,1
19380605,Wim Anderiesen,0
19380605,Bertus Caldenhove,0
19380605,Frans van der Veen,0
19380605,Bertus de Harder,0
19380605,Puck van Heel,0
19380605,Adri van Male,0
19380605,Bas Paauwe,0
19380605,Kick Smit,0
19380605,Leen Vente,0
19380605,Mauk Weber,0
19380605,Frank Wels,0
19380605,Alfred Aston,0
19380605,Jean Bastien,0
19380605,Hector Cazenave,0
19380605,Edmond Delfour,0
19380605,Laurent Di Lorto,0
19380605,Raoul Diagne,0
19380605,Oscar Heisserer,0
19380605,Auguste Jordan,0
19380605,Étienne Mattler,0
19380605,Jean Nicolas,2
19380605,Émile Veinante,1
19380605,Arnold Badjou,0
19380605,Raymond Braine,0
19380605,Fernand Buyle,0
19380605,Alfons De Winter,0
19380605,Henri Isemborghs,1
19380605,Robert Paverick,0
19380605,Corneel Seys,0
19380605,Émile Stijnen,0
19380605,John Van Alphen,0
19380605,Charles Vanden Wouwer,0
19380605,Bernard Voorhoof,0
19380605,István Balogh,0
19380605,Sándor Bíró,0
19380605,József Háda,0
19380605,Vilmos Kohut,1
19380605,Lajos Korányi,0
19380605,Gyula Lázár,0
19380605,György Sárosi,2
19380605,Ferenc Sas,0
19380605,Géza Toldi,1
19380605,József Turay,0
19380605,Gyula Zsengellér,2
19380605,"Isaak ""Tjaak"" Pattiwael",0
19380605,Frans Alfred Meeng,0
19380605,Sutan Anwar,0
19380605,M.J. Hans Taihuttu,0
19380605,Mo Heng Tan,0
19380605,The Hong Djien,0
19380605,Jack Kolle,0
19380605,Frans G. Hu Kon,0
19380605,Achmad Nawir,0
19380605,Suvarte Soedarmadji,0
19380605,Herman Zomers,0
19380605,Michele Andreolo,0
19380605,Giovanni Ferrari,0
19380605,Pietro Ferraris,1
19380605,Ugo Locatelli,0
19380605,Giuseppe Meazza,0
19380605,Eraldo Monzeglio,0
19380605,Aldo Olivieri,0
19380605,Pietro Pasinati,0
19380605,Silvio Piola,1
19380605,Pietro Rava,0
19380605,Pietro Serantoni,0
19380605,Arne Brustad,1
19380605,Knut Brynildsen,0
19380605,Nils Eriksen,0
19380605,Odd Frantzen,0
19380605,Kristian Henriksen,0
19380605,Rolf Holmberg,0
19380605,Øivind Holmsen,0
19380605,Magnar Isaksen,0
19380605,Rolf Johannessen,0
19380605,Henry Johansen,0
19380605,Reidar Kvammen,0
19380609,José Antonio Rodríguez,0
19380609,Joaquín Arias,0
19380609,Juan Ayra,0
19380609,Jacinto Barquín,0
19380609,Pedro Berges,0
19380609,Manuel Chorens,0
19380609,Tomás Fernández,1
19380609,José Magriñá,0
19380609,Héctor Socorro,1
19380609,Mario Sosa,0
19380609,Juan Tuñas,0
19380609,Iuliu Barátky,0
19380609,Andrei Bărbulescu,0
19380609,Iuliu Bodola,0
19380609,Ion Bogdan,0
19380609,Rudolf Bürger,0
19380609,Ștefan Dobay,1
19380609,Iacob Felecan,0
19380609,Ioachim Moldoveanu,0
19380609,László Raffinsky,0
19380609,Gheorghe Rășinaru,0
19380609,Robert Sadowski,0
19380609,André Abegglen,2
19380609,Georges Aeby,0
19380609,Lauro Amadò,0
19380609,Alfred Bickel,1
19380609,Willy Huber,0
19380609,August Lehmann,0
19380609,Ernst Lörtscher,0
19380609,Severino Minelli,0
19380609,Hermann Springer,0
19380609,Sirio Vernati,0
19380609,Eugen Walaschek,1
19380609,Ludwig Goldbrunner,0
19380609,Wilhelm Hahnemann,1
19380609,Paul Janes,0
19380609,Andreas Kupfer,0
19380609,Ernst Lehner,0
19380609,Leopold Neumer,0
19380609,Rudolf Raftl,0
19380609,Stefan Skoumal,0
19380609,Jakob Streitle,0
19380609,Josef Stroh,0
19380609,Fritz Szepan,0
19380612,Afonsinho,0
19380612,Domingos da Guia,0
19380612,Leônidas,1
19380612,José dos Santos Lopes,0
19380612,Arthur Machado,0
19380612,Hércules de Miranda,0
19380612,Romeu Pellicciari,0
19380612,José Perácio,0
19380612,Zezé Procópio,0
19380612,Martim Mércio da Silveira,0
19380612,Walter de Souza Goulart,0
19380612,Jaroslav Bouček,0
19380612,Jaroslav Burgr,0
19380612,Ferdinand Daučík,0
19380612,Vlastimil Kopecký,0
19380612,Josef Košťálek,0
19380612,Josef Ludl,0
19380612,Oldřich Nejedlý,1
19380612,František Plánička,0
19380612,Antonín Puč,0
19380612,Jan Říha,0
19380612,Ladislav Šimůnek,0
19380612,Sándor Bíró,0
19380612,Vilmos Kohut,0
19380612,Lajos Korányi,0
19380612,Gyula Lázár,0
19380612,György Sárosi,1
19380612,Ferenc Sas,0
19380612,Antal Szabó,0
19380612,Antal Szalay,0
19380612,József Turay,0
19380612,Jenő Vincze,0
19380612,Gyula Zsengellér,1
19380612,André Abegglen,0
19380612,Lauro Amadò,0
19380612,Alfred Bickel,0
19380612,Tullio Grassi,0
19380612,Willy Huber,0
19380612,August Lehmann,0
19380612,Ernst Lörtscher,0
19380612,Hermann Springer,0
19380612,Adolf Stelzer,0
19380612,Sirio Vernati,0
19380612,Eugen Walaschek,0
19380612,Michele Andreolo,0
19380612,Amedeo Biavati,0
19380612,Gino Colaussi,1
19380612,Giovanni Ferrari,0
19380612,Alfredo Foni,0
19380612,Ugo Locatelli,0
19380612,Giuseppe Meazza,0
19380612,Aldo Olivieri,0
19380612,Silvio Piola,2
19380612,Pietro Rava,0
19380612,Pietro Serantoni,0
19380612,Alfred Aston,0
